Species,Family,n_studies,mean_CT_max,min_CT_max,max_CT_max,wt_mean_CT_max,CT_max,aphiaID,valid_AphiaID,DemersPelag,DepthRangeShallow,DepthRangeDeep,class,order,records,n_obis_rec,iap_t_NA,iap_sst_NA,iap_sbt_NA,bo_sst_NA,bo_sbt_NA,iap_t_mean,iap_sst_mean,iap_sbt_mean,bo_sst_mean,bo_sbt_mean,iap_t_min,iap_sst_min,iap_sbt_min,bo_sst_min,bo_sbt_min,iap_t_max,iap_sst_max,iap_sbt_max,bo_sst_max,bo_sbt_max,iap_t_median,iap_sst_median,iap_sbt_median,bo_sst_median,bo_sbt_median,iap_t_sd,iap_sst_sd,iap_sbt_sd,bo_sst_sd,bo_sbt_sd,iap_t_mad,iap_sst_mad,iap_sbt_mad,bo_sst_mad,bo_sbt_mad,iap_t_q5,iap_sst_q5,iap_sbt_q5,bo_sst_q5,bo_sbt_q5,iap_t_q95,iap_sst_q95,iap_sbt_q95,bo_sst_q95,bo_sbt_q95,bo_t_opt,bo_t_opt_sd,bo_t_opt95,habitat
Haemulon flavolineatum,Haemulidae,2,36.085,36,36.17,NA,36.085,275727,275727,reef-associated,0,60,Actinopterygii,Perciformes,29501,29385,487,404,404,28,28,28.657782681615835,28.845434429918583,16.94588673679541,26.942912636975297,25.803531288609307,22.092622756958008,22.298786163330078,1.6274340152740479,10.460000038146973,1.773569941520691,30.87548065185547,30.87548065185547,30.552898406982422,30.04400062561035,28.55069923400879,29.002758026123047,29.264999389648438,18.57840919494629,26.822999954223633,26.724599838256836,1.3133288524737232,1.2705541962485156,8.670006845445343,0.5031201293874766,3.0862540124922564,1.2561497943878173,1.064173726272583,10.542681027603148,0.12157428588867186,0.42609819030761714,25.986299514770508,26.316808700561523,4.006211757659912,26.44499969482422,19.466699600219727,30.15896224975586,30.303077697753906,27.992929458618164,28.215999603271484,27.330900192260742,26.942912636975297,0.5031201293874766,28.215999603271484,reef-associated
Haemulon steindachneri,Haemulidae,1,35.94,35.94,35.94,35.94,35.94,275738,275738,reef-associated,0,50,Actinopterygii,Perciformes,281,268,195,158,158,33,33,25.897733779802714,25.58926308371804,17.905879152904856,26.742366084646672,21.996800813269108,15.383374214172363,21.152667999267578,2.246875286102295,19.427000045776367,1.033560037612915,29.01006317138672,29.118907928466797,28.881006240844727,30.416000366210938,29.194700241088867,26.81331443786621,26.21818733215332,23.155792236328125,27.54800033569336,23.585399627685547,2.6587150525519094,2.101484351524946,8.63898426800736,1.9706697836409977,6.155231763185433,1.3380863159179688,2.771315143203735,5.243363327407836,2.5545191665649414,5.560193970108032,21.64809341430664,22.12661361694336,3.313681161403656,23.56100082397461,8.131239891052246,28.677371597290037,28.54823741912842,27.56675405502319,29.360000610351562,28.417200088500977,26.742366084646672,1.9706697836409977,29.360000610351562,reef-associated
Halichoeres binotopsis,Labridae,1,39,39,39,39,39,275751,275751,reef-associated,2,8,Actinopterygii,Perciformes,15,15,12,12,12,1,1,28.7443904876709,28.7443904876709,17.86653931935628,28.820571081978933,25.853364399501256,28.139280319213867,28.139280319213867,3.2887887954711914,25.242000579833984,22.373199462890625,29.626667022705078,29.626667022705078,27.687740325927734,30.450000762939453,28.957700729370117,28.46722412109375,28.46722412109375,22.623088836669922,28.966999053955078,24.86840057373047,0.7814702153644735,0.7814702153644735,12.876171070212775,1.115187565392155,2.3260404682639315,0.4862094806671142,0.4862094806671142,7.5088522979736325,0.18458410720825194,2.3485127946853637,28.172074699401854,28.172074699401854,5.222218799591066,27.491649627685547,22.373199462890625,29.510722732543947,29.510722732543947,27.18127517700195,29.699250316619874,28.957700729370117,28.820571081978933,1.115187565392155,29.699250316619874,reef-associated
Halichoeres dispilus,Labridae,2,36.55500000000001,35.84,37.27,36.52095238095238,36.52095238095238,275763,275763,reef-associated,2,76,Actinopterygii,Perciformes,568,560,466,464,464,58,58,26.619684259942236,26.731059908866882,11.61769307901462,25.7333864880748,18.353689912780823,16.84609031677246,17.030223846435547,2.1547420024871826,17.941999435424805,1.3984400033950806,29.560611724853516,29.929845809936523,27.675954818725586,30.416000366210938,28.746999740600586,27.23353385925293,27.369338035583496,13.943512916564941,25.392499923706055,18.37619972229004,2.366430851057879,2.3299220109331906,6.465845217280285,2.7429025736865045,7.697212395725539,1.875018674468994,1.6518713802337646,5.094074843788147,3.5752898660659787,8.79574631538391,22.37656593322754,22.395719528198242,2.2001495361328125,22.413000106811523,3.1937924385070806,29.048158836364745,29.118907928466797,22.053768157958984,29.350000381469727,28.367380332946777,25.7333864880748,2.7429025736865045,29.350000381469727,reef-associated
Halichoeres nigrescens,Labridae,5,36.56,34,38.3,NA,36.56,218995,218995,reef-associated,3,10,Actinopterygii,Perciformes,474,455,197,196,196,31,31,28.81797401664793,28.82485534049369,27.4565244816445,28.31466267243871,26.77953326645887,23.5444278717041,23.5444278717041,2.3594820499420166,23.9060001373291,2.1450600624084473,31.59161376953125,31.59161376953125,31.527761459350586,30.72100067138672,29.84869956970215,29.25636577606201,29.233823776245117,28.705156326293945,28.991000175476074,27.94640064239502,1.7664093236721714,1.7586018935257677,4.718428119062418,1.5942038093612643,3.8040875906543437,1.0765539882659911,1.054742896270752,1.293310375213623,0.9711026041030884,1.1779997440338135,25.574505519866943,25.583955574035645,23.921944999694823,25.12439985275269,22.212644863128663,31.59161376953125,31.59161376953125,31.274761199951172,29.966800212860107,29.653799057006836,28.31466267243871,1.5942038093612643,29.966800212860107,reef-associated
Hyporhamphus dussumieri,Hemiramphidae,1,39.7,39.7,39.7,39.7,39.7,213175,213175,reef-associated,0,6,Actinopterygii,Beloniformes,243,265,168,168,168,10,10,26.875354019636962,26.88106996988513,9.945896423969073,28.123552801094803,19.340060048711067,21.149330139160156,21.149330139160156,2.1149942874908447,21.31100082397461,0.9017680287361145,30.230566024780273,30.230566024780273,28.988845825195312,30.540000915527344,29.593599319458008,26.988544464111328,26.988544464111328,2.7104177474975586,28.2450008392334,24.590599060058594,1.9544437254359885,1.9490239165354397,9.881263435488206,1.6647705190722477,10.347596848551683,2.02548777923584,2.02548777923584,0.7930847299575805,1.7969110416412353,5.299405363082886,23.17375793457031,23.360499572753906,2.178598976135254,25.222000122070312,1.6780400276184082,29.44478645324707,29.44478645324707,25.90339622497558,30.323999404907227,29.039100646972656,28.123552801094803,1.6647705190722477,30.323999404907227,reef-associated
Hyporhamphus rosae,Hemiramphidae,1,39.8,39.8,39.8,39.8,39.8,272195,272195,pelagic-neritic,0,NA,Actinopterygii,Beloniformes,82,82,80,80,80,30,30,28.8599271774292,29.236021041870117,2.427272319793701,23.53623074751634,19.455226173767677,28.692195892333984,28.811119079589844,2.2664523124694824,16.534000396728516,6.080239772796631,29.027658462524414,29.66092300415039,2.58809232711792,29.45800018310547,27.911500930786133,28.8599271774292,29.236021041870117,2.427272319793701,23.53849983215332,19.85159969329834,0.237207858215921,0.600902117735704,0.22743383545885063,2.786542580104926,5.7619205002744325,0.2486784032821655,0.6299596492767333,0.23843174285888671,2.6397699108123778,5.15240601196289,28.708969020843504,28.85360927581787,2.2825343132019045,19.4108003616333,7.932793402671814,29.010885334014894,29.618432807922364,2.572010326385498,28.466699981689448,26.867994403839113,23.53623074751634,2.786542580104926,28.466699981689448,pelagic
Hypsoblennius gilberti,Blenniidae,8,29.0425,27.5,30.4,NA,29.0425,276324,276324,demersal,0,18,Actinopterygii,Perciformes,3,3,3,3,3,1,1,NaN,NaN,NaN,17.854999542236328,8.305715203285217,Inf,Inf,Inf,17.82699966430664,3.4903299808502197,-Inf,-Inf,-Inf,17.882999420166016,13.121100425720215,NA,NA,NA,17.854999542236328,8.305715203285217,NA,NA,NA,0.03959780711295516,6.809983089618557,NA,NA,NA,0.041512619018554686,7.139290130782127,NA,NA,NA,17.82979965209961,3.97186850309372,NA,NA,NA,17.880199432373047,12.639561903476714,8.305715203285217,6.809983089618557,12.639561903476714,demersal
Hypsurus caryi,Embiotocidae,1,26.9,26.9,26.9,NaN,26.9,240717,240717,demersal,1,50,Actinopterygii,Perciformes,163,163,7,7,7,8,8,16.764215340981117,16.764215340981117,4.237236450880002,15.680361292439123,14.218851956244437,14.778383255004883,14.778383255004883,2.033665180206299,12.102999687194824,1.1338499784469604,18.027589797973633,18.027589797973633,5.186346054077148,16.413999557495117,15.513199806213379,16.913589477539062,16.913589477539062,5.023345947265625,15.734999656677246,14.843899726867676,0.8877570150653525,0.8877570150653525,1.3451113489284499,0.5091388383097789,1.7848975385010317,0.8762160118103027,0.8762160118103027,0.13195102672576903,0.09192019329071044,0.26494128284454344,14.96458911895752,14.96458911895752,2.0406651496887207,15.312999725341797,10.1427001953125,18.027589797973633,18.027589797973633,5.1713457107543945,16.038999557495117,15.022600173950195,14.218851956244437,1.7848975385010317,15.022600173950195,demersal
Istigobius ornatus,Gobiidae,1,40.5,40.5,40.5,40.5,40.5,219505,219505,reef-associated,0,5,Actinopterygii,Perciformes,538,581,345,345,345,39,39,27.488468364133674,27.583700382103356,17.24472963405868,28.29630248924903,24.481702268013656,19.25491714477539,22.175039291381836,2.156480312347412,22.59000015258789,0.7666090130805969,31.57333755493164,31.57333755493164,30.169588088989258,30.944000244140625,29.978200912475586,27.818382263183594,27.889841079711914,24.193678855895996,28.54800033569336,27.15559959411621,2.0609719478840867,1.901142408026265,11.165846949641322,1.4313357156700344,7.127215409126836,2.365082494354248,2.3092963777542113,6.961461191368103,1.5700734226226807,1.951324976348877,23.870783805847168,24.429165840148926,2.2812401056289673,25.858049583435058,3.7420899868011475,29.91463327407837,29.91463327407837,29.449527740478516,30.366550064086912,29.224579811096188,28.29630248924903,1.4313357156700344,30.366550064086912,reef-associated
Katsuwonus pelamis,Scombridae,1,33.33,33.33,33.33,33.33,33.33,127018,127018,pelagic-oceanic,0,260,Actinopterygii,Perciformes,103007,100768,75836,75662,75662,2069,2069,21.48708103151779,22.71257122438723,6.924766661460244,25.351366698197193,3.7482007982311765,3.4591832160949707,7.870355129241943,1.9628849029541016,-0.800000011920929,0.2982009947299957,30.606813430786133,31.3690185546875,29.356060028076172,30.944000244140625,29.234500885009766,22.792508125305176,23.037052154541016,6.534966945648193,26.746999740600586,1.9063600301742554,4.155900648999774,2.7899483088962107,3.3687686692076793,3.656117506576272,4.352831538471912,1.7620028314590452,1.7541824535369872,3.341341655731201,1.9392416370391845,0.9965296134710311,14.710241794586187,17.294401168823242,3.771995782852173,18.643999099731445,0.9339269995689392,25.386594676971434,27.90643548965454,11.105339050292969,28.775999069213867,14.728599548339844,25.351366698197193,3.656117506576272,28.775999069213867,pelagic
Kuhlia sandvicensis,Kuhliidae,6,38.85,34.4,41.3,NA,38.85,278250,278250,benthopelagic,0,20,Actinopterygii,Perciformes,18,19,8,8,8,3,3,25.969370581886984,26.03834169561213,2.9677541689439253,25.72962498664856,13.157183349132538,23.829456329345703,23.829456329345703,1.963161587715149,23.63599967956543,4.1090497970581055,28.24539566040039,28.24539566040039,8.25898551940918,29.417999267578125,25.4419002532959,26.413013458251953,26.4788818359375,2.1204006671905518,25.736499786376953,9.036040306091309,1.2976149789922498,1.3543817388522041,1.892774467306904,1.2521627242065638,9.430872597741317,0.6531252742767334,0.7507817310333251,0.0688818208694458,0.32394830360412596,6.709966264343262,23.866887092590332,23.866887092590332,1.963161587715149,23.63599967956543,4.409934997558594,27.490612030029297,27.59428119659424,6.060664176940918,27.220500469207764,25.225000381469727,13.157183349132538,9.430872597741317,25.225000381469727,benthopelagic
